avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id
143,D00-MT,NULL,0.556312,2,NULL,low,0.391362,Left,3,126406
158,D00-SS,NULL,0.617176,2,NULL,low,0.393989,Left,3,124648
131,NULL,NULL,0.522362,2,NULL,medium,0.415834,Left,3,129259
301,D00-MT,NULL,0.898071,7,NULL,low,0.138346,Left,4,110902
164,D00-SP,NULL,0.84216,2,NULL,low,0.548573,Left,5,112253
268,D00-SS,NULL,0.782011,3,NULL,medium,0.855159,Left,2,116478
131,#NAME?,NULL,NULL,2,NULL,low,0.460315,Left,3,117904
254,D00-MT,NULL,0.874281,4,NULL,low,0.845926,Left,5,123066
133,NULL,NULL,0.530843,2,NULL,medium,0.379697,Left,3,128296
243,D00-SS,1,0.922842,6,NULL,low,0.163073,Left,4,129972
135,D00-SP,NULL,0.548389,2,NULL,low,0.423471,Left,3,119439
146,D00-SS,NULL,0.452116,2,NULL,medium,0.402046,Left,3,118614
240,D00-SP,NULL,1,5,NULL,low,0.849293,Left,5,122648
275,D00-SS,NULL,0.835214,6,NULL,low,0.112338,Left,4,125389
192,D00-FN,NULL,0.972842,4,NULL,low,0.253187,Left,4,121619
135,D00-SS,NULL,0.531118,2,NULL,medium,0.436182,Left,3,112436
278,#NAME?,NULL,1,3,NULL,medium,0.164772,Left,4,125656
159,D00-SS,NULL,0.43137,2,NULL,low,0.381059,Left,3,111752
267,D00-SP,NULL,0.885142,5,NULL,low,0.788612,Left,5,119861
260,D00-IT,NULL,0.812304,6,NULL,medium,0.0448441,Left,4,114426
128,D00-SS,NULL,0.516555,2,NULL,low,0.432162,Left,3,125365
155,D00-SP,NULL,0.601827,2,NULL,low,0.392972,Left,3,122387
298,D00-IT,NULL,0.855278,5,NULL,low,0.141536,Left,4,122005
127,D00-ENG,NULL,0.463549,2,NULL,low,0.419821,Left,3,123821
153,D00-PD,NULL,0.557817,2,NULL,low,0.335858,Left,3,119378
246,NULL,NULL,0.90949,4,NULL,low,0.849889,Left,6,116375
301,D00-SS,NULL,0.962446,7,NULL,low,0.137061,Left,4,117293
130,D00-SP,NULL,0.55592,2,NULL,high,0.479173,Left,3,120054
251,D00-SS,NULL,1,5,NULL,low,0.951306,Left,6,126534
137,D00-FN,NULL,0.545986,2,NULL,medium,0.442432,Left,3,120095
266,D00-SS,1,0.797912,6,NULL,medium,0.132386,Left,4,121376
272,D00-SS,NULL,0.956015,5,NULL,low,0.839978,Left,5,111929
130,D00-SS,NULL,0.538169,2,NULL,low,0.330182,Left,3,123947
262,D00-SS,NULL,0.849248,5,NULL,low,0.745368,Left,5,114047
129,D00-SP,NULL,0.40266,2,NULL,medium,0.437359,Left,3,0
138,D00-ENG,NULL,0.475271,2,NULL,low,0.348459,Left,3,128022
151,D00-IT,NULL,0.5552,2,NULL,low,0.441755,Left,3,125103
137,D00-SP,NULL,0.467286,2,NULL,medium,0.461861,Left,3,123646
298,D00-IT,NULL,0.826553,5,NULL,low,0.146527,Left,4,126337
248,D00-SS,NULL,0.798303,7,NULL,medium,0.0800348,Left,4,114378
127,D00-IT,NULL,0.503661,2,NULL,medium,0.426639,Left,3,113175
151,D00-IT,NULL,0.536355,2,NULL,medium,0.455881,Left,3,127397
266,D00-ENG,NULL,0.916311,5,NULL,medium,0.879636,Left,5,127895
157,D00-MT,NULL,0.548123,2,NULL,medium,0.411819,Left,3,127409
152,D00-PD,NULL,NULL,2,NULL,medium,0.317099,Left,3,116443
128,D00-SP,NULL,0.474858,2,NULL,low,0.408224,Left,3,116724
158,D00-SP,NULL,0.647229,4,NULL,medium,0.535437,Left,5,120645
149,D00-FN,NULL,0.587578,2,NULL,low,0.445569,Left,3,117863
148,D00-MT,NULL,0.587,2,NULL,high,0.487714,Left,3,110538
285,D00-ENG,NULL,0.912675,6,NULL,low,0.119074,Left,4,125533
140,D00-SP,NULL,0.463615,2,NULL,low,0.390743,Left,3,110662
155,NULL,NULL,0.493787,2,NULL,medium,0.351395,Left,3,119504
155,D00-ENG,NULL,0.501253,2,NULL,medium,0.356825,Left,3,129940
153,D00-PD,NULL,NULL,2,NULL,low,0.329872,Left,3,128051
160,D00-SP,NULL,0.516661,2,NULL,medium,0.416454,Left,3,124641
254,D00-ENG,NULL,1,5,NULL,medium,0.885029,Left,5,114117
281,D00-SS,NULL,0.761755,6,NULL,medium,0.310584,Left,2,120812
300,D00-SP,1,0.849252,6,NULL,low,0.106516,Left,5,117687
161,D00-SS,NULL,0.535784,2,NULL,low,0.4897,Left,3,118119
266,D00-IT,NULL,0.863592,6,NULL,low,0.0578731,Left,4,120275
158,D00-FN,NULL,NULL,2,NULL,medium,0.495868,Left,3,114974
156,D00-SS,NULL,NULL,2,NULL,high,0.455691,Left,3,123165
243,D00-ENG,NULL,0.963142,5,NULL,medium,0.807776,Left,6,119064
258,D00-SP,NULL,0.837503,5,NULL,medium,0.849667,Left,5,110916
140,D00-MN,NULL,NULL,2,NULL,medium,0.354704,Left,3,128766
138,D00-FN,NULL,0.555878,2,NULL,medium,0.454643,Left,3,116042
243,#NAME?,NULL,1,4,NULL,low,0.738472,Left,5,119400
257,D00-IT,NULL,0.899392,5,NULL,low,0.799174,Left,5,110383
148,D00-SS,NULL,0.473027,2,NULL,low,0.443428,Left,3,118980
184,D00-ENG,NULL,0.907857,4,NULL,low,0.282802,Left,3,114026
218,D00-MN,NULL,0.710113,3,NULL,medium,0.388414,Left,4,117113
152,D00-MT,NULL,0.466401,2,NULL,medium,0.430477,Left,3,125532
155,D00-SP,NULL,0.489529,2,NULL,low,0.469179,Left,3,116715
138,D00-SP,NULL,NULL,2,NULL,low,0.457364,Left,3,121144
291,D00-ENG,NULL,0.937831,5,NULL,low,0.152144,Left,4,127128
234,D00-ENG,NULL,0.913115,4,NULL,low,0.94477,Left,6,122576
244,D00-SS,NULL,0.80588,5,NULL,low,0.715129,Left,6,122194
275,D00-SS,NULL,0.894737,5,NULL,low,0.868775,Left,5,117109
223,D00-ENG,NULL,0.856498,4,NULL,medium,0.825437,Left,5,117099
148,D00-SS,NULL,0.485326,2,NULL,low,0.459236,Left,3,119606
127,D00-SS,NULL,0.501278,2,NULL,medium,0.376393,Left,3,118805
137,D00-ENG,NULL,NULL,2,NULL,low,0.418875,Left,3,123507
139,D00-ENG,NULL,0.873232,6,NULL,medium,0.395485,Left,6,112440
269,D00-ENG,NULL,0.917255,6,NULL,medium,0.061699,Left,4,122426
129,D00-IT,NULL,0.513144,2,NULL,low,0.439382,Left,3,123852
245,D00-SS,NULL,0.874585,6,NULL,low,0.0639773,Left,4,123192
250,D00-SS,NULL,0.822304,6,NULL,low,0.054582,Left,4,128907
145,#NAME?,NULL,0.56725,2,NULL,medium,0.394022,Left,3,114702
147,D00-SS,NULL,0.492561,2,NULL,low,0.386499,Left,3,121010
245,D00-IT,NULL,0.966253,5,NULL,low,0.886305,Left,5,128452
271,D00-SS,NULL,0.936989,5,NULL,low,0.743616,Left,5,125072
149,D00-FN,NULL,0.548003,2,NULL,low,0.430053,Left,3,114485
136,D00-SP,NULL,0.598741,2,NULL,low,0.429903,Left,3,125650
152,D00-SP,NULL,0.486975,2,NULL,low,0.472998,Left,3,116327
144,D00-SP,NULL,0.468642,2,NULL,low,0.413139,Left,3,117746
162,D00-ENG,NULL,0.967744,5,NULL,low,0.754687,Left,4,124027
252,D00-ENG,NULL,0.984456,4,NULL,medium,0.719801,Left,5,112957
239,D00-MT,NULL,1,5,NULL,low,0.830907,Left,6,110543
138,D00-FN,1,0.462324,2,NULL,medium,0.37207,Left,3,119367
244,D00-IT,NULL,0.931267,6,NULL,medium,0.0902423,Left,5,125860
155,NULL,NULL,0.450965,2,NULL,medium,0.370003,Left,3,126929
308,D00-IT,NULL,0.839001,6,NULL,low,0.0813238,Left,4,127365
145,D00-SP,NULL,0.460142,2,NULL,low,0.394719,Left,3,114011
275,D00-ENG,NULL,0.674964,4,NULL,medium,0.625895,Left,6,112843
219,D00-ENG,NULL,0.899639,4,NULL,low,0.952912,Left,5,129101
132,D00-SP,NULL,0.502479,2,NULL,medium,0.459443,Left,3,121770
254,D00-SS,NULL,0.936467,7,NULL,medium,0.0977587,Left,4,121041
217,D00-SP,NULL,0.817389,4,NULL,medium,0.745302,Left,6,110983
128,D00-MN,NULL,NULL,2,NULL,low,0.399758,Left,3,115048
284,D00-SP,NULL,0.956076,7,NULL,low,0.0641846,Left,4,120677
133,D00-SS,NULL,0.565488,2,NULL,low,0.424687,Left,3,114483
255,D00-ENG,NULL,0.576616,3,NULL,high,0.857631,Left,5,128383
229,D00-MN,NULL,1,5,NULL,low,0.773479,Left,5,118989
146,D00-IT,NULL,0.484614,2,NULL,medium,0.454877,Left,3,125682
219,D00-SP,NULL,0.885766,6,NULL,low,0.294742,Left,5,116192
145,D00-SP,NULL,0.552856,2,NULL,low,0.412152,Left,3,121045
135,D00-SS,NULL,0.533362,2,NULL,low,0.38807,Left,3,128172
149,D00-SS,NULL,0.495116,2,NULL,low,0.42211,Left,3,121603
273,#NAME?,NULL,0.987489,5,NULL,medium,0.837424,Left,5,128801
135,D00-SS,NULL,0.567794,2,NULL,low,0.435451,Left,3,111106
132,D00-ENG,NULL,0.475424,2,NULL,medium,0.323395,Left,3,120087
141,D00-PD,NULL,0.548787,2,NULL,medium,0.457787,Left,3,121943
154,NULL,NULL,0.523725,2,NULL,medium,0.360564,Left,3,125844
254,D00-SS,NULL,0.851849,5,NULL,high,0.947758,Left,5,127677
253,D00-ENG,NULL,1,4,NULL,low,0.870991,Left,5,126932
240,D00-MT,1,0.83429,5,NULL,medium,0.758062,Left,6,118668
303,D00-SS,NULL,0.875699,6,NULL,low,0.121833,Left,5,114791
182,D00-ENG,NULL,0.747106,3,NULL,low,0.855362,Left,4,129360
224,D00-FN,NULL,0.499064,7,NULL,medium,0.29128,Left,5,110825
266,D00-PD,NULL,1,4,NULL,low,0.89618,Left,6,116742
154,D00-SS,1,0.515617,2,NULL,low,0.359638,Left,3,122871
241,D00-SP,1,0.906695,5,NULL,low,0.817501,Left,5,128654
74,D00-TP,NULL,NULL,1,NULL,low,NULL,Left,NULL,116522
242,D00-SP,NULL,0.84901,5,NULL,medium,0.788298,Left,5,112937
152,D00-MT,NULL,0.552041,2,NULL,medium,0.351236,Left,3,119411
254,NULL,NULL,0.915324,6,NULL,low,0.117943,Left,4,129178
300,D00-MT,NULL,0.788362,6,NULL,medium,0.0644788,Left,4,116023
235,D00-SS,NULL,0.913812,4,NULL,low,0.78238,Left,5,123060
270,D00-SS,NULL,0.832791,4,NULL,low,0.845587,Left,5,126282
253,D00-IT,NULL,0.921324,6,NULL,medium,0.166281,Left,4,120614
139,D00-SS,NULL,0.528008,2,NULL,low,0.48188,Left,3,119251
134,D00-ENG,NULL,0.568739,2,NULL,low,0.422517,Left,3,119113
144,D00-SS,NULL,0.560966,2,NULL,low,0.479778,Left,3,111770
133,D00-ENG,NULL,0.885571,7,NULL,low,0.293977,Left,5,124864
245,D00-SS,NULL,0.913032,5,NULL,low,0.862375,Left,5,110840
67,D00-TP,NULL,NULL,1,NULL,medium,NULL,Left,NULL,116237
161,D00-AD,NULL,0.58057,2,NULL,medium,0.431056,Left,3,110535
277,D00-SS,1,0.723345,4,NULL,medium,0.187476,Left,5,111648
240,D00-IT,NULL,0.896967,5,NULL,medium,0.938703,Left,5,115882
247,D00-AD,NULL,0.838862,6,NULL,medium,0.0915774,Left,4,113795
224,D00-MT,NULL,0.929041,5,NULL,medium,0.828104,Left,5,129588
220,D00-ENG,NULL,1,5,NULL,low,0.738592,Left,5,116435
267,D00-SP,1,0.976654,6,NULL,low,0.132093,Left,4,128037
221,D00-MT,NULL,0.875295,5,NULL,low,0.950658,Left,5,124663
156,NULL,NULL,0.416241,2,NULL,medium,0.440107,Left,3,124189
172,D00-SS,NULL,0.925526,5,NULL,low,0.294151,Left,2,115375
269,D00-SS,NULL,0.961067,7,NULL,medium,0.0906935,Left,4,121585
137,D00-ENG,NULL,0.470159,2,NULL,medium,0.324911,Left,3,112387
132,D00-SS,NULL,0.423079,2,NULL,low,0.427965,Left,3,117998
160,D00-SP,NULL,0.531134,2,NULL,low,0.459343,Left,3,113034
158,D00-AD,NULL,0.505124,2,NULL,low,0.331414,Left,3,129066
243,D00-ENG,NULL,0.889011,5,NULL,low,0.821669,Left,5,117602
226,D00-SP,NULL,0.959785,5,NULL,low,0.821104,Left,6,120353
235,D00-MN,NULL,0.886207,4,NULL,low,0.94391,Left,6,121106
153,D00-SS,1,0.50121,2,NULL,low,0.44417,Left,3,126292
137,D00-SS,NULL,0.510286,2,NULL,medium,0.419255,Left,3,116931
151,D00-IT,NULL,NULL,2,NULL,medium,0.401192,Left,3,121464
150,D00-SP,NULL,0.440578,2,NULL,medium,0.374297,Left,3,114955
198,D00-ENG,NULL,0.749982,2,NULL,medium,0.526961,Left,2,113942
159,D00-SS,NULL,0.488211,2,NULL,low,0.483637,Left,3,121730
304,D00-PD,NULL,0.784109,5,NULL,low,0.845764,Left,5,120328
127,D00-SS,NULL,0.585883,2,NULL,low,0.442719,Left,3,124070
266,D00-SS,NULL,0.857895,4,NULL,high,0.932782,Left,5,111179
147,D00-MN,1,0.612444,2,NULL,low,0.489456,Left,3,120081
276,D00-SS,NULL,0.96849,6,NULL,low,0.0985639,Left,4,111442
263,#NAME?,NULL,1,5,NULL,low,0.705181,Left,5,113079
135,D00-SP,NULL,0.509578,2,NULL,low,0.496182,Left,3,110755
142,D00-FN,NULL,0.51458,2,NULL,low,0.360598,Left,3,118889
234,D00-ENG,NULL,1,5,NULL,medium,0.899492,Left,5,115274
274,D00-SS,NULL,0.743997,6,NULL,low,0.161078,Left,4,123282
289,D00-SP,NULL,0.935601,6,NULL,medium,0.177665,Left,5,128276
140,D00-SS,NULL,0.440379,2,NULL,medium,0.361768,Left,3,126819
138,D00-ENG,NULL,0.498444,2,NULL,low,0.501588,Left,3,126271
129,D00-IT,NULL,0.520365,2,NULL,low,0.383167,Left,3,110337
233,D00-SS,NULL,0.943767,4,NULL,low,0.875601,Left,5,113122
282,NULL,NULL,0.981291,6,NULL,medium,0.0635893,Left,4,128811
229,D00-SP,NULL,0.890077,5,NULL,low,0.705279,Left,6,120391
151,D00-ENG,NULL,0.512634,2,NULL,medium,0.42077,Left,3,129087
264,D00-ENG,NULL,0.936961,6,NULL,medium,0.115703,Left,4,122644
307,D00-ENG,NULL,0.964007,6,NULL,low,0.0736347,Left,4,118785
128,D00-SS,NULL,0.50688,2,NULL,medium,0.350619,Left,3,120106
304,D00-FN,NULL,0.752813,6,NULL,low,0.149784,Left,4,121184
253,D00-ENG,NULL,1,4,NULL,low,0.848656,Left,5,126215
287,D00-SS,NULL,0.863815,7,NULL,low,0.125144,Left,4,120461
263,D00-ENG,NULL,0.452666,7,NULL,medium,0.573935,Left,4,110820
286,D00-PD,NULL,0.852792,6,NULL,low,0.0702726,Left,4,128126
158,D00-ENG,1,0.641864,4,NULL,low,0.150043,Left,4,110339
136,D00-SP,NULL,NULL,2,NULL,low,0.386425,Left,3,110800
242,D00-SP,NULL,1,4,NULL,low,0.906017,Left,6,128129
247,D00-IT,NULL,0.824365,6,NULL,medium,0.156075,Left,4,119303
251,D00-SS,NULL,0.841507,5,NULL,low,0.756091,Left,5,114222
131,D00-SS,NULL,0.480686,2,NULL,low,0.37823,Left,3,129443
260,D00-SS,NULL,1,5,NULL,low,0.906356,Left,5,122491
252,NULL,NULL,0.782426,6,NULL,low,0.104282,Left,4,116433
243,D00-ENG,NULL,0.947456,5,NULL,medium,0.882681,Left,5,126657
226,D00-MT,NULL,0.954819,5,NULL,low,0.858074,Left,6,113385
298,D00-SS,NULL,0.911356,6,NULL,low,0.0976519,Left,4,128236
238,D00-IT,NULL,0.864173,5,NULL,low,0.876918,Left,5,114998
158,D00-FN,NULL,0.5681,2,NULL,medium,0.422637,Left,3,122461
268,D00-IT,NULL,0.842616,6,NULL,medium,0.175877,Left,4,121116
258,D00-MN,NULL,0.867978,6,NULL,low,0.0846407,Left,4,115539
232,D00-SS,NULL,0.870611,5,NULL,low,0.188023,Left,3,127205
131,D00-FN,NULL,0.539249,2,NULL,medium,0.488345,Left,3,112037
287,D00-FN,NULL,0.880397,6,NULL,medium,0.0849117,Left,4,119566
267,D00-SS,NULL,0.812482,5,NULL,medium,0.81316,Left,5,127739
264,D00-MN,NULL,0.974347,6,NULL,medium,0.0952601,Left,4,119262
234,D00-SS,NULL,0.904155,4,NULL,low,0.812239,Left,5,115113
143,D00-PD,NULL,0.495137,2,NULL,medium,0.406693,Left,3,124571
261,D00-SS,NULL,1,4,NULL,low,0.85237,Left,5,118056
145,D00-SS,NULL,0.411343,2,NULL,low,0.471035,Left,3,113282
137,D00-SP,NULL,0.464307,2,NULL,medium,0.403111,Left,3,116960
146,D00-ENG,NULL,0.46053,2,NULL,low,0.406282,Left,3,116368
150,D00-SP,NULL,0.575729,2,NULL,low,0.450503,Left,3,121554
131,D00-PD,NULL,0.536088,2,NULL,medium,0.352269,Left,3,117603
258,D00-SS,NULL,0.920163,4,NULL,low,0.72341,Left,5,115267
270,D00-SS,NULL,0.909934,7,NULL,medium,0.0517013,Left,4,113669
135,D00-SS,NULL,NULL,2,NULL,medium,0.499393,Left,3,129114
154,D00-MT,NULL,0.54732,2,NULL,low,0.341206,Left,3,120050
278,D00-MT,NULL,0.926705,6,NULL,low,0.0827608,Left,4,118379
157,D00-SS,NULL,0.488374,2,NULL,low,0.395209,Left,3,116933
146,D00-SS,NULL,0.538799,2,NULL,medium,0.433319,Left,3,110270
135,D00-SS,NULL,0.433956,2,NULL,low,0.497914,Left,3,126761
288,D00-SS,NULL,0.957168,7,NULL,high,0.168122,Left,4,114814
133,D00-ENG,NULL,0.887411,7,NULL,low,0.292617,Left,5,115394
160,D00-SP,NULL,0.448126,2,NULL,low,0.368018,Left,3,129099
156,D00-ENG,NULL,0.449717,2,NULL,low,0.486765,Left,3,121571
161,D00-ENG,NULL,0.521826,5,NULL,high,0.629335,Left,5,128123
156,D00-ENG,NULL,0.536031,2,NULL,high,0.446478,Left,3,129217
282,D00-SS,NULL,0.875427,6,NULL,low,0.0659081,Left,4,116247
248,D00-MN,NULL,0.899684,5,NULL,low,0.678316,Left,4,115974
291,D00-SP,NULL,0.847397,7,NULL,medium,0.0642483,Left,4,114033
149,NULL,NULL,0.557466,2,NULL,low,0.448595,Left,3,128373
143,D00-ENG,NULL,0.506786,2,NULL,low,0.413923,Left,3,111371
250,#NAME?,NULL,0.898527,5,NULL,medium,0.157042,Left,4,113981
256,D00-SP,NULL,0.931835,6,NULL,low,0.0671322,Left,4,128611
264,D00-MT,NULL,0.99358,4,NULL,low,0.893411,Left,5,118087
132,D00-MT,NULL,0.407653,2,NULL,low,0.484727,Left,3,114418
295,D00-ENG,NULL,0.840333,6,NULL,low,0.0494592,Left,5,121532
247,D00-ENG,NULL,0.825741,6,NULL,low,0.16001,Left,4,118238
144,D00-SP,NULL,0.485419,2,NULL,low,0.369904,Left,3,118596
127,D00-MN,NULL,0.505856,2,NULL,low,0.42261,Left,3,128495
286,D00-MT,NULL,0.93342,6,NULL,low,0.123355,Left,4,115608
154,D00-MT,NULL,NULL,2,NULL,low,0.422225,Left,3,119142
152,D00-SP,NULL,0.773194,6,NULL,low,0.1828,Left,2,115265
310,D00-MT,NULL,0.838668,7,NULL,low,0.0767681,Left,5,120604
308,D00-ENG,NULL,0.863263,7,NULL,medium,0.12435,Left,4,128124
310,D00-SS,NULL,0.758872,6,NULL,medium,0.132345,Left,4,128067
223,D00-PD,1,0.876794,5,NULL,medium,0.752437,Left,5,126024
142,D00-FN,NULL,0.52061,2,NULL,medium,0.437514,Left,3,119499
248,D00-ENG,NULL,0.820452,6,NULL,low,0.113851,Left,4,111611
149,D00-ENG,NULL,NULL,2,NULL,medium,0.420056,Left,3,111732
154,D00-FN,NULL,0.459002,2,NULL,medium,0.4329,Left,3,113074
289,NULL,NULL,0.831487,6,NULL,high,0.155129,Left,4,128826
234,NULL,NULL,1,4,NULL,low,0.907487,Left,5,125971
276,D00-FN,NULL,0.781091,7,NULL,low,0.0662763,Left,4,114399
280,D00-PD,NULL,0.93287,6,NULL,medium,0.0616777,Left,4,127974
237,D00-SP,NULL,1,4,NULL,medium,0.861585,Left,5,126540
251,D00-SP,NULL,0.784065,6,NULL,low,0.137462,Left,4,125623
127,D00-IT,NULL,0.510953,2,NULL,low,0.429386,Left,3,121329
155,D00-IT,NULL,NULL,2,NULL,low,0.509007,Left,3,111007
261,D00-ENG,NULL,0.948738,4,NULL,medium,0.806825,Left,5,120729
214,D00-ENG,NULL,0.501541,4,NULL,medium,0.267868,Left,4,122114
128,D00-SP,NULL,0.567432,2,NULL,medium,0.382148,Left,3,127868
302,D00-SS,NULL,0.840543,7,NULL,low,0.153479,Left,4,119191
271,D00-IT,NULL,0.969304,6,NULL,low,0.172049,Left,4,118124
302,D00-SS,NULL,0.817194,7,NULL,low,0.161953,Left,4,128352
152,D00-SS,NULL,NULL,2,NULL,high,0.411355,Left,3,129988
233,NULL,NULL,0.93701,5,NULL,medium,0.922457,Left,5,125174
128,D00-FN,NULL,0.494089,2,NULL,low,0.369465,Left,3,113476
206,NULL,NULL,0.914277,4,NULL,medium,0.813047,Left,4,114125
245,D00-MN,NULL,0.981229,6,NULL,low,0.137476,Left,4,123589
293,D00-PD,NULL,0.803451,6,NULL,low,0.0695551,Left,4,110789
127,D00-SS,1,0.448814,2,NULL,low,0.442646,Left,3,118584
250,D00-SS,NULL,0.830253,6,NULL,low,0.0704708,Left,4,126826
256,D00-SP,NULL,0.929747,5,NULL,low,0.730264,Left,5,114802
306,D00-MT,NULL,0.927759,7,NULL,low,0.102589,Left,4,114723
248,D00-MT,NULL,0.858713,6,NULL,low,0.162131,Left,4,116965
275,D00-ENG,NULL,0.86616,4,NULL,low,0.845559,Left,5,110729
142,D00-FN,NULL,0.542059,2,NULL,low,0.40865,Left,3,117552
159,NULL,NULL,NULL,2,NULL,low,0.377057,Left,3,121688
128,D00-SS,NULL,0.442085,2,NULL,low,0.40464,Left,3,110839
254,D00-SS,NULL,0.889745,4,NULL,low,0.84478,Left,5,118791
301,D00-ENG,NULL,0.83035,6,NULL,low,0.0884688,Left,4,118955
245,D00-ENG,NULL,0.932527,7,NULL,medium,0.0611736,Left,4,111330
247,D00-SS,NULL,0.749683,6,NULL,low,0.13049,Left,4,124876
134,NULL,NULL,0.446492,2,NULL,low,0.407119,Left,3,122233
157,D00-SS,NULL,0.49767,2,NULL,low,0.428431,Left,3,113463
147,D00-SS,NULL,NULL,2,NULL,medium,0.418183,Left,3,123599
143,D00-ENG,NULL,0.580674,2,NULL,medium,0.459354,Left,3,117106
227,D00-MT,NULL,0.782428,5,NULL,low,0.677326,Left,4,126882
245,D00-IT,NULL,0.978735,6,NULL,low,0.0532058,Left,4,127676
141,D00-SS,1,0.50939,2,NULL,medium,0.412376,Left,3,119732
134,NULL,NULL,0.527598,2,NULL,low,0.509932,Left,3,128935
262,D00-ENG,1,0.88597,6,NULL,low,0.0672993,Left,5,118263
138,D00-PD,NULL,0.552711,2,NULL,medium,0.431337,Left,3,110829
145,D00-FN,NULL,0.438441,2,NULL,medium,0.472382,Left,3,127146
146,NULL,NULL,0.434149,2,NULL,high,0.397812,Left,3,126987
234,D00-MT,NULL,0.95712,5,NULL,medium,0.882994,Left,5,128144
146,D00-IT,NULL,0.500733,2,NULL,low,0.389747,Left,3,121339
147,D00-SS,NULL,0.525219,2,NULL,low,0.432658,Left,3,114563
310,NULL,NULL,0.747032,7,NULL,medium,0.164127,Left,4,128947
128,D00-SS,NULL,0.44042,2,NULL,low,0.460114,Left,3,113005
297,NULL,NULL,0.838138,6,NULL,low,0.117561,Left,4,111344
154,D00-IT,NULL,0.619474,2,NULL,low,0.43845,Left,3,111397
129,D00-PD,NULL,0.524446,2,NULL,low,0.394204,Left,3,110719
238,D00-ENG,NULL,0.849635,5,NULL,high,0.803646,Left,5,122257
218,D00-ENG,NULL,0.950423,5,NULL,medium,0.858818,Left,5,127241
141,D00-ENG,NULL,0.490928,2,NULL,medium,0.424681,Left,3,127970
139,D00-ENG,NULL,0.536879,2,NULL,low,0.508276,Left,3,111787
183,D00-SP,NULL,0.893938,3,NULL,low,0.712701,Left,5,110574
152,D00-SS,NULL,0.50612,2,NULL,low,0.513169,Left,3,119332
161,D00-SS,NULL,0.483513,2,NULL,low,0.416761,Left,3,122385
140,D00-SS,NULL,0.401324,2,NULL,medium,0.34616,Left,3,115973
156,D00-SS,NULL,0.558558,2,NULL,medium,0.422216,Left,3,127086
127,D00-IT,NULL,NULL,2,NULL,low,0.39791,Left,3,126770
146,D00-SS,NULL,0.531577,2,NULL,low,0.401954,Left,3,114705
128,D00-SS,NULL,0.478651,2,NULL,medium,0.498348,Left,3,124932
255,D00-SS,NULL,1,4,NULL,low,0.750633,Left,6,114088
304,D00-ENG,NULL,0.788649,6,NULL,medium,0.0559879,Left,5,125197
221,D00-SS,NULL,1,5,NULL,medium,0.928915,Left,6,118704
275,D00-PD,NULL,0.729917,5,NULL,medium,0.0695843,Left,4,113457
195,D00-SP,NULL,0.652471,5,NULL,low,0.909135,Left,6,120909
266,D00-FN,NULL,0.867264,5,NULL,medium,0.827304,Left,5,118114
281,D00-SP,NULL,0.742634,6,NULL,medium,0.152111,Left,4,110177
131,D00-IT,NULL,NULL,2,NULL,low,0.439144,Left,3,125329
260,D00-SS,NULL,0.943018,6,NULL,low,0.0936987,Left,4,120117
219,D00-ENG,1,1,5,NULL,low,0.847633,Left,6,115200
258,D00-SS,NULL,0.899201,2,NULL,low,0.651953,Left,5,122045
133,D00-ENG,NULL,0.805107,7,NULL,low,0.324087,Left,5,116166
158,D00-SP,NULL,NULL,2,NULL,low,0.439649,Left,3,127062
155,D00-ENG,NULL,0.503013,2,NULL,medium,0.372967,Left,3,128975
226,D00-SP,NULL,NULL,3,NULL,medium,0.838737,Left,2,120939
137,D00-MT,NULL,0.559695,2,NULL,low,0.445707,Left,3,124777
130,D00-IT,NULL,0.460132,2,NULL,low,0.406635,Left,3,126493
141,D00-MN,NULL,0.566962,2,NULL,low,0.420561,Left,3,115192
159,D00-IT,NULL,0.5566,2,NULL,medium,0.477332,Left,3,110642
253,D00-SS,NULL,0.451022,2,NULL,low,0.641925,Left,3,129238
249,D00-ENG,NULL,0.836039,5,NULL,medium,0.519995,Left,4,115339
142,NULL,NULL,0.588657,2,NULL,medium,0.425179,Left,3,115607
150,D00-ENG,NULL,0.473986,2,NULL,medium,0.372688,Left,3,118195
139,D00-PD,NULL,0.566975,2,NULL,low,0.463845,Left,3,115401
130,NULL,NULL,0.437135,2,NULL,low,0.423059,Left,3,123949
135,D00-PD,NULL,0.48789,2,NULL,low,0.343576,Left,3,129869
136,D00-PD,NULL,0.454795,2,NULL,medium,0.421197,Left,3,114941
286,D00-PD,NULL,0.813922,7,NULL,low,0.0777776,Left,4,128882
305,D00-MT,NULL,0.867816,6,NULL,low,0.100272,Left,4,116101
130,D00-SS,NULL,NULL,2,NULL,low,0.342857,Left,3,110320
189,D00-SS,NULL,0.966247,6,NULL,low,0.70476,Left,2,124898
262,D00-PD,NULL,1,5,NULL,medium,0.75766,Left,5,113425
245,D00-SS,NULL,0.95369,5,NULL,low,0.86811,Left,5,112950
253,D00-SS,NULL,0.478957,2,NULL,low,0.565165,Left,3,110391
129,D00-ENG,NULL,0.449494,2,NULL,medium,0.383214,Left,3,119589
152,D00-SS,NULL,0.53984,2,NULL,medium,0.402089,Left,3,126413
263,D00-ENG,NULL,0.498371,7,NULL,medium,0.54382,Left,4,116274
217,D00-SS,NULL,0.871667,5,NULL,high,0.801875,Left,5,119743
